Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Role 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Role 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Role 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Role 4,Stock 4 Top100 Uses,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Worst Year,Worst Year %,Best Year,Best Year %,Defense Recession Worst %,Defense Recession Avg %,Defense Recession Positive Years,Defense Recession Observations,Recession Stress Years,Starting Value ($),Annual Withdrawal ($),Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Candidate Partners per Profit Pair,NBER Recession Periods,NBER Source,2025 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2016 Balance After Withdrawal ($)
52,FTNT + BBVA + TJX + CNQ,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,BBVA,Finance,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Profit Engine,5,TJX,Consumer Discretionary,TJX Companies Inc. (The) Common Stock,Recession Defense,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Recession Defense,5,5.645004629148209,29.036368274280644,2.5946242285862287,31.31632245409799,1.7032481825226098,44.49548006002804,7.007326772573963,37.93847472205272,21.670145244913996,44.84278922567273,2020,1.7032481825226098,2025,44.84278922567273,-36.19970733369526,14.626150717113862,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,2106175.687542183,2106175.687542183,1806175.6875421829,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,434528.3676770182,528691.296082982,729268.709805117,780370.9513512957,1127600.7524040625,1146806.591725496,1505944.2419151035,1545017.836084832,1993634.9048737453,2106175.687542183
53,FTNT + BBVA + LIN + CNQ,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,BBVA,Finance,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Profit Engine,5,LIN,Basic Materials,Linde plc Ordinary Shares,Recession Defense,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Recession Defense,5,7.256514730988006,35.99460964584358,-0.5292248673662958,31.08782746943348,2.8434336376737424,50.09933235552915,5.3598370646291915,41.00378313232633,16.157658118517105,38.465061166433955,2018,-0.5292248673662958,2021,50.09933235552915,-38.37688534603821,8.253392726354484,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,2104620.1855233805,2104620.1855233805,1804620.1855233805,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,415395.18349930184,482513.31708990585,680362.0312140449,716828.3275367193,1075954.5337679214,1106548.5869071542,1450550.5024703045,1442873.8284975248,1962230.6307472475,2104620.1855233805
54,FTNT + TJX + LIN + CNQ,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,TJX,Consumer Discretionary,TJX Companies Inc. (The) Common Stock,Profit Engine,5,LIN,Basic Materials,Linde plc Ordinary Shares,Recession Defense,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Recession Defense,5,9.14159196032449,29.570131188608094,18.168011253865245,43.18914241636524,10.581502257596064,60.1478629049697,2.2890546266702394,22.18438694659277,21.64692063820157,7.147870169562842,2022,2.2890546266702394,2021,60.1478629049697,-38.37688534603821,8.253392726354484,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,2070902.3765048895,2070902.3765048895,1770902.3765048895,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,321443.61050868855,391026.2537720741,477773.0309716368,488709.51664207573,782657.8467154915,865474.804434944,1239265.9503001105,1464415.9276159545,1897445.6385588646,2070902.3765048895
55,FTNT + CNQ + V + LIN,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,LIN,Basic Materials,Linde plc Ordinary Shares,Recession Defense,5,8.005751417660845,39.10675306285694,17.678220287730095,44.333466125170176,11.286980223949472,60.27327898326542,-0.7950238286094091,24.190442056939588,19.040687278846136,2.9059046523045584,2022,-0.7950238286094091,2021,60.27327898326542,21.501563224799895,37.31403714216386,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,2060830.6971744355,2060830.6971744355,1760830.6971744355,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,308717.7139569137,367499.6884458524,456399.4876387798,452771.00295840023,725670.9327268457,807577.2673946745,1165604.2616696674,1371662.3507308012,1908074.9590872743,2060830.6971744355
56,STX + CNQ + V + RY,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,19.33363563464654,23.086289226735545,-7.630360577785944,45.96256514372015,2.587875276480278,56.87150314683262,-23.736228445894703,41.53836093194418,10.251395522834184,73.70589849170503,2022,-23.736228445894703,2025,73.70589849170503,12.770995365019377,45.63866335415671,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,1976495.075047236,1976495.075047236,1676495.075047236,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,521117.6954751151,574539.5315777477,813193.8359012139,620172.2893037677,972873.5923309439,998050.3474982819,1456779.888634305,1345622.330306839,1656276.5933810144,1976495.075047236
57,STX + V + BHP + RY,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,17.982780317145664,25.89413557937079,0.052939547220276495,44.281790015321285,12.844758918993925,39.77034287261962,-26.904998521927524,41.0045713555252,5.877265485550409,77.08604068162843,2022,-26.904998521927524,2025,77.08604068162843,-38.40733588272006,17.426998218703545,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1960609.4667643649,1960609.4667643649,1660609.4667643649,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,531258.1220448853,562481.5722910126,793124.7299627609,579734.5330892385,810296.944649809,914377.6337180507,1319280.4174281415,1319978.8385076937,1661775.9485698799,1960609.4667643649
58,STX + BHP + V + MCK,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,4.395896512786646,22.334680891566915,-8.097056223300514,41.51385563155428,18.923859324378476,42.53076882253224,-14.2327580228227,43.891312708816635,5.835339144334739,76.9210472635621,2022,-14.2327580228227,2025,76.9210472635621,22.09226946947377,43.74526595514625,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,1951760.4424643747,1951760.4424643747,1651760.4424643747,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,530763.1417906863,561734.9711672991,808287.8239571193,693246.1738453633,988089.1014145847,1175073.692965796,1662892.08942799,1528246.7820141888,1869575.8240126981,1951760.4424643747
59,STX + IBN + V + BHP,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,11.897308539848472,29.41350993739482,3.4568753990386725,50.40256153505158,11.03683701588929,39.88864523659004,-25.38366796754995,42.74531248273696,5.055947004979422,65.9328663314974,2022,-25.38366796754995,2025,65.9328663314974,21.24520208949314,48.77247957178548,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,1949545.868401005,1949545.868401005,1649545.868401005,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,497798.5989944922,522967.03235118376,746510.9245113934,557019.0700919338,779206.4308610581,865206.174652521,1301292.2492368238,1346276.3008702886,1742263.4144115625,1949545.868401005
60,STX + MCK + BHP + RY,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,MCK,Health Care,McKesson Corporation Common Stock,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,9.068687919388886,18.51030023048912,-11.815948203050365,37.7920396327617,17.27023545684947,48.45153403950151,-14.786521991810242,39.73356697784682,6.868873174697421,85.28205242998794,2022,-14.786521991810242,2025,85.28205242998794,-38.40733588272006,17.426998218703545,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1934005.5984372646,1934005.5984372646,1634005.5984372646,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,555846.1572899638,594026.5248806406,830054.4520102658,707318.2679197679,1050024.8192685267,1231366.5779115595,1696725.1230604774,1496240.961371509,1773199.6554929318,1934005.5984372646
61,AAPL + MCK + BHP + RY,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MCK,Health Care,McKesson Corporation Common Stock,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,8.594706785400309,31.01176589531729,-13.588033010994682,41.68408073153782,33.25392780890355,32.60067276822858,9.987862683381255,25.265760587442653,13.56108321628331,31.229595836923508,2018,-13.588033010994682,2019,41.68408073153782,-38.40733588272006,17.426998218703545,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1895829.8936553132,1895829.8936553132,1595829.8936553132,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,393688.78751077055,447077.25159828295,560034.7196280238,615970.21840373,816780.6536552729,1088392.302578888,1542078.628661715,1332540.475543667,1745784.808279617,1895829.8936553132
62,AAPL + MPC + RY + MCK,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,2.6465088291525607,31.273846138290075,-15.228764018117491,36.36030455702015,14.563788997850736,45.580303462354465,21.904653144667318,27.584865256687884,18.80883467092247,29.49164402618676,2018,-15.228764018117491,2021,45.580303462354465,-39.849769103055124,14.16259336311232,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1864833.39342806,1864833.39342806,1564833.39342806,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,388474.9320785603,461542.5397911951,588858.4274948913,717845.8235507896,1045042.1283170771,1197239.8588238247,1632559.9177702055,1383941.220438608,1816752.868362952,1864833.39342806
63,AAPL + IBN + BKNG + MCK,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,-0.21837137064885104,31.820992509151846,-11.622244014178529,44.43147002417427,28.06348844485491,31.165415021961064,3.722807679895812,40.22914972224616,30.04465544667836,15.693221352703723,2018,-11.622244014178529,2019,44.43147002417427,-38.117824499531764,70.88778522949298,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1851479.357050391,1851479.357050391,1551479.357050391,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,347079.66405811114,451358.55324985937,632936.2614209094,656499.2611699324,861099.98052965,1102754.6740642362,1592724.786511268,1407614.4253486244,1855531.3061965508,1851479.357050391
64,AAPL + MPC + BKNG + CM,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,13.310344081472136,35.80069892744211,-7.949540457810911,36.682436740639915,8.188058638787288,37.44254327430565,-4.359671033488855,44.89024474204901,26.675811502095858,20.826200090595414,2018,-7.949540457810911,2023,44.89024474204901,-36.91460375611837,70.38241741255551,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1831753.4672161872,1831753.4672161872,1531753.4672161872,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,362478.6002717862,459172.7084157234,665296.4610122368,636291.7239146598,874535.5279922318,946143.0098412636,1293211.3209022717,1190406.9637421547,1616580.9768427885,1831753.4672161872
65,AAPL + IBN + BKNG + SYK,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,12.503441790828408,38.782208848385544,-1.1818848893322187,53.456713815098446,26.82502245351619,20.402626156085923,-12.279836561704794,41.911867606075525,30.19706598007823,4.1875768557832815,2022,-12.279836561704794,2019,53.456713815098446,-40.934825744916495,65.87714365351074,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1831553.0773280119,1831553.0773280119,1531553.0773280119,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,312562.7305673498,406947.50454590656,577506.8038774151,506589.91222854354,609947.5581649771,773566.1275974059,1187089.1585976905,1173059.1312093234,1627997.3733899803,1831553.0773280119
66,IBN + MPC + BKNG + APH,Not rebalanced,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,APH,Technology,Amphenol Corporation Common Stock,Recession Defense,5,14.532529422059914,32.21990638957484,-3.7374044778772153,26.53835179672135,-0.7223324733704017,35.82487422583234,6.299456902264655,37.38688497361371,28.123571695823312,31.10770989433005,2018,-3.7374044778772153,2023,37.38688497361371,-42.036164756535655,75.24862781156232,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1830590.3150291648,1830590.3150291648,1530590.3150291648,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,393323.12968299014,503939.642055642,692346.9763674255,735961.0757578239,999618.205499147,992397.6385911042,1255763.6151427666,1208830.649558868,1598314.7532552248,1830590.3150291648
67,IBN + MPC + SYK + APH,Not rebalanced,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,APH,Technology,Amphenol Corporation Common Stock,Recession Defense,5,16.96101764085809,34.77209887633417,-3.369708281528039,29.37211905667507,-0.2291327210024896,39.042268605526445,11.284536432343305,25.550813561247978,24.041487272051796,28.59058113861441,2018,-3.369708281528039,2021,39.042268605526445,-47.092533083748606,12.987901569441995,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1827668.5386924762,1827668.5386924762,1527668.5386924762,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,385771.74341584323,478517.0080083355,600781.9965834073,668577.4598668214,929605.2675840316,927475.2377398338,1199894.3687899578,1159461.428875254,1562630.5033567143,1827668.5386924762
68,MPC + BKNG + CM + APH,Not rebalanced,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,APH,Technology,Amphenol Corporation Common Stock,Recession Defense,5,20.938877000392008,28.557686711747365,-8.564644951086963,21.752424580296914,1.2864933882521745,37.0820916265449,-2.5171365185582606,39.1360804181758,30.93403138100421,42.58395605007455,2018,-8.564644951086963,2025,42.58395605007455,-43.07231109495048,17.493175328486764,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1825578.4905663424,1825578.4905663424,1525578.4905663424,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,427751.8681502236,560072.7652766455,779263.2930956145,759648.1721693851,1041341.6034126101,1054738.3942896326,1284169.5680269196,1174185.0039555067,1509505.0788014387,1825578.4905663424
69,APH + SYK + CM + TMO,Not rebalanced,APH,Technology,Amphenol Corporation Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,23.55857931959815,31.06632379830949,-3.9548327324909427,32.39622648330207,20.811632727346918,32.83581032936753,-16.187835026606166,23.37030139943814,28.127057691241863,38.21883940853983,2022,-16.187835026606166,2025,38.21883940853983,-39.44173299211712,10.812226745727923,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1815457.5843308647,1815457.5843308647,1515457.5843308647,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,414656.51822561945,531287.1963274343,655450.6154057803,549347.3511030177,729730.0053606093,881598.7339775083,1167203.4565107855,1121042.5121579312,1469309.2089016172,1815457.5843308647
70,APH + SYK + WELL + CM,Not rebalanced,APH,Technology,Amphenol Corporation Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,24.684218014556226,22.696316835584906,-3.5870392608972512,28.504890413424523,7.7407931442334155,32.896703417196925,-17.494334965149605,31.839566373638316,37.56189518941269,47.73903188027535,2022,-17.494334965149605,2025,47.73903188027535,-18.867322766223438,14.010465215484459,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1799851.4113003763,1799851.4113003763,1499851.4113003763,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,443217.09564082604,609697.8365669921,803822.9839193764,663199.49858566,881370.2706997218,949595.3201893574,1220276.4255803414,1176504.631103301,1443527.8497638355,1799851.4113003763
71,MRVL + SYK + CM + TMO,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,34.26753879443745,39.2870402266126,-10.197269638628581,42.265275569569674,35.04367542538647,41.52760519119316,-31.192812235219126,29.41685507812366,32.073388549949456,8.493047095573747,2022,-31.192812235219126,2019,42.265275569569674,-39.44173299211712,10.812226745727923,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1748029.3813614065,1748029.3813614065,1448029.3813614065,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,325479.1412867212,429871.3309206503,556325.9573599794,382792.2460648958,541756.6987132264,731608.1578055783,1040824.3617915582,934688.6951551379,1301900.2188143374,1748029.3813614065
72,MRVL + BAC + WELL + TMO,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,28.859703302035268,31.89933855401339,-4.908832490184977,46.20394237397316,14.398647469126713,49.42785968997996,-31.508096954774658,28.94379852421047,36.54882364346634,16.714123457605922,2022,-31.508096954774658,2021,49.42785968997996,-20.358305663807364,12.195727031732426,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1705625.959092514,1705625.959092514,1405625.959092514,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,350142.37037281774,478115.28782143164,616500.0134419159,422252.59148043825,630963.0099346936,721813.1493957811,1055319.2809903687,1003515.425249927,1323630.2081921482,1705625.959092514
73,MRVL + BAC + NEE + TMO,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,32.54968647987071,42.57321626024122,-6.878897347099544,53.02080517426586,33.75606244146285,50.58939954761274,-32.68705027132419,10.55127922929926,30.262140101039225,8.118412694773248,2022,-32.68705027132419,2019,53.02080517426586,-32.19835936399044,4.126309455313596,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1705393.6466572431,1705393.6466572431,1405393.6466572431,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,324355.23808431975,422512.0746584559,467092.5034331749,314413.74202238634,473473.7662066918,633299.8663713685,969080.5546890178,902418.4981212574,1286607.0768988412,1705393.6466572431
74,MRVL + TMO + WELL + BLK,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,BLK,Finance,BlackRock Inc. Common Stock,Recession Defense,5,25.338981542788463,32.44928039099968,-6.783451813478747,42.77142098857307,27.855934530395654,44.72037486412361,-30.981905590763258,33.260685179857255,35.58748940730874,11.34211160770031,2022,-30.981905590763258,2021,44.72037486412361,-18.40789245568937,18.45663543765993,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1702887.5363410534,1702887.5363410534,1402887.5363410534,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,334026.33482310094,452897.92134589364,603534.8731508688,416548.2685439338,602830.2157267974,770754.2059490969,1100416.7321627187,1025770.4933890032,1358625.6369569418,1702887.5363410534
75,MRVL + BAC + WELL + NEE,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,34.022287919969905,31.62660307525158,-6.287989543450145,45.75198833438874,12.186963848664023,45.96400200545603,-30.41586790316966,22.866233381346568,41.93830168506174,17.638605166508793,2022,-30.41586790316966,2021,45.96400200545603,-11.623949138096762,7.324547925070135,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1689787.4736267547,1689787.4736267547,1389787.4736267547,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,352915.8154995264,500922.7148980137,615464.8719467708,428265.8895050287,625114.0315458042,701296.4525832176,1022153.5237585735,957880.6170666271,1260825.7177610598,1689787.4736267547
76,MSFT + BAC + WELL + NEE,Not rebalanced,MSFT,Technology,Microsoft Corporation Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,16.234356830340246,28.301475334391093,11.20701979919405,42.7898456309471,5.889352394772884,41.37687240765233,-21.888540731102257,21.07084636917904,29.003403423824015,27.239549639675985,2022,-21.888540731102257,2019,42.7898456309471,-11.623949138096762,7.324547925070135,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1650916.96961501,1650916.96961501,1350916.96961501,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,381718.64891902794,492430.0486089841,596189.2276270568,465692.1057034645,658380.9340928964,697155.3074016245,995466.9872467343,1107029.1696019163,1420334.7569813172,1650916.96961501
77,BAC + PLD + NEE + MSFT,Not rebalanced,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,20.869011000982773,35.96221215580686,6.453645750990988,51.95778823452088,18.62900864100221,49.30192173797974,-24.149243541290144,13.010047268827574,12.476021455297515,21.044565672138727,2022,-24.149243541290144,2019,51.95778823452088,-33.92481158765155,13.546739135696356,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1648452.5956915014,1648452.5956915014,1348452.5956915014,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,363133.6970164162,408438.33496759937,461576.35541089636,350109.15721370804,522719.69990071084,620097.1979634351,942285.9869294744,1003097.7864871318,1363833.9405938368,1648452.5956915014
