Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Role 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Role 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Role 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Role 4,Stock 4 Top100 Uses,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Worst Year,Worst Year %,Best Year,Best Year %,Defense Recession Worst %,Defense Recession Avg %,Defense Recession Positive Years,Defense Recession Observations,Recession Stress Years,Starting Value ($),Annual Withdrawal ($),Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Candidate Partners per Profit Pair,NBER Recession Periods,NBER Source,2025 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2016 Balance After Withdrawal ($)
52,FTNT + LIN + CNQ + BBVA,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,LIN,Basic Materials,Linde plc Ordinary Shares,Profit Engine,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Recession Defense,5,BBVA,Finance,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Recession Defense,5,7.256508627178682,35.99460099808298,-0.5292302784852154,31.08783793079222,2.8434334099833647,50.09931217084127,5.359864229248723,41.00376983125875,16.15765800543716,38.4650611935637,2018,-0.5292302784852154,2021,50.09931217084127,-45.25240313676877,-0.5509897603201179,1,4,"2001,2008,2009,2020",300000.0,0.0,0.0,2104620.040170507,2104620.040170507,1804620.040170507,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,415395.1835806911,482513.3167147171,680361.9665055922,716828.4441777386,1075954.5641557286,1106548.6157091735,1450550.6559862662,1442873.902710021,1962230.606895961,2104620.040170507
53,FTNT + CNQ + V + LIN,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,LIN,Basic Materials,Linde plc Ordinary Shares,Recession Defense,5,8.005746481865582,39.106761068081774,17.678193858577362,44.33349464306981,11.28697009816606,60.2732827961231,-0.7950180211713009,24.190436890475354,19.04068793811815,2.9059074128249485,2022,-0.7950180211713009,2021,60.2732827961231,21.501545754563057,37.31406089353625,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,2060830.6290583124,2060830.6290583124,1760830.6290583124,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,308717.7222384749,367499.70033956924,456399.4834228988,452771.025281154,725670.98576777,807577.252942445,1165604.4711143342,1371662.2891421716,1908074.9832179816,2060830.6290583124
54,FTNT + CNQ + V + RY,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,9.75476624092293,37.41051064131553,14.21281592671695,39.58009216720575,8.17684135958503,58.21021587731492,-2.2250407065624644,19.708370642859197,24.171869139814085,13.402673256216424,2022,-2.2250407065624644,2021,58.21021587731492,12.771001818240824,45.638713440105406,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,2034559.5752328471,2034559.5752328471,1734559.5752328471,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,340208.0197686493,422442.65711028,505699.22172711673,494447.2081909188,782265.9954782093,846230.6449384411,1181169.5141522158,1349046.9629811672,1853732.3206235808,2034559.5752328471
55,FTNT + MCK + V + CNQ,Not rebalanced,FTNT,Technology,Fortinet Inc. Common Stock,Profit Engine,5,MCK,Health Care,McKesson Corporation Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,CNQ,Energy,Canadian Natural Resources Limited Common Stock,Recession Defense,5,-1.7376169969673394,32.37737207738398,2.1336411565180624,37.749090401820084,15.297865393824296,57.914979918568335,16.72160218221377,23.51605437519644,24.1330319867634,13.237672042095049,2016,-1.7376169969673394,2021,57.914979918568335,-0.966540566313256,36.794655533098464,1,2,"2001,2008,2009,2020",300000.0,0.0,0.0,2025710.595016995,2025710.595016995,1725710.595016995,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,339713.01612628513,421696.0669712402,520862.3433782619,607958.8723549311,960058.1311924439,1106926.531804729,1524781.228977428,1557314.5888257523,2061532.1276652487,2025710.595016995
56,STX + RY + V + BHP,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,RY,Finance,Royal Bank Of Canada Common Stock,Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,17.98280920760238,25.89413823300868,0.052918609059537935,44.28179681719404,12.844763131187076,39.77035842966217,-26.904998060086715,41.004554564731464,5.877266905238909,77.0860434150191,2022,-26.904998060086715,2025,77.0860434150191,21.245205406620684,48.77250066650095,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,1960609.7971956055,1960609.7971956055,1660609.7971956055,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,531258.1302450573,562481.588515341,793124.6583946823,579734.4844395237,810296.9668414763,914377.6928914575,1319280.5649993992,1319978.7099239896,1661775.8217179922,1960609.7971956055
57,STX + BHP + V + MCK,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Profit Engine,5,V,Consumer Discretionary,Visa Inc.,Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,4.395927447696657,22.334703836827895,-8.097093581445858,41.51388546812833,18.92384772976403,42.53077417683486,-14.232756486281284,43.891297922007475,5.835347299246796,76.9210422008977,2022,-14.232756486281284,2025,76.9210422008977,22.09225676869154,43.74525415428712,2,2,"2001,2008,2009,2020",300000.0,0.0,0.0,1951760.816979753,1951760.816979753,1651760.816979753,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,530763.1266026931,561734.9983763013,808287.7800458275,693246.148603536,988089.1025557109,1175073.5797577456,1662892.2798246117,1528246.3357685744,1869575.6287596598,1951760.816979753
58,STX + RY + BHP + MCK,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,RY,Finance,Royal Bank Of Canada Common Stock,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,9.068715174658614,18.510311324156746,-11.815978799163762,37.79206881003816,17.270221176246814,48.45154675387333,-14.786520410230686,39.7335556469711,6.868878382989707,85.28204463393291,2022,-14.786520410230686,2025,85.28204463393291,-38.91473276808962,16.90206804799034,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1934005.823347457,1934005.823347457,1634005.823347457,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,555846.1339017987,594026.5288360635,830054.3902289115,707318.2284016977,1050024.8505344149,1231366.4646272634,1696725.3262429328,1496240.6214140258,1773199.4185962596,1934005.823347457
59,STX + IBN + BHP + MCK,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,3.7360945489356423,21.74979533615844,-9.30456424126075,42.001713201934535,16.022690086550927,48.835840628530725,-12.615867787409718,41.284701147515726,6.149734384873251,74.12887028380185,2022,-12.615867787409718,2025,74.12887028380185,-38.91473276808962,16.90206804799034,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1922942.369773327,1922942.369773327,1622942.369773327,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,522386.61085140554,554511.9998809084,783440.6218588542,684602.7888122806,1018934.3156951228,1182195.0032844709,1678737.1580516149,1522537.9807387874,1853686.875464753,1922942.369773327
60,STX + CM + BHP + MCK,Not rebalanced,STX,Technology,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Profit Engine,5,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Recession Defense,5,MCK,Health Care,McKesson Corporation Common Stock,Recession Defense,5,8.672169075135328,18.615920150309996,-12.843133658584073,37.17107716463619,17.33622389917706,49.749101025751166,-18.620754485112656,42.53072594041028,9.667434775875483,85.60511643954638,2022,-18.620754485112656,2025,85.60511643954638,-38.91473276808962,16.90206804799034,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1917930.4108578705,1917930.4108578705,1617930.4108578705,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,556815.3493186391,610645.1100360819,870356.9082540446,708289.8852238418,1060657.7357790277,1244535.7356576219,1707143.0743003893,1487892.4075247291,1764877.2700320578,1917930.4108578705
61,AAPL + MPC + BKNG + RY,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,13.719314168791886,35.549204353694954,-6.551198970565175,37.49513408641949,7.995234864836553,35.97913734316951,1.6521934953673822,41.22429743230731,22.41843447246048,20.503126631523315,2018,-6.551198970565175,2023,41.22429743230731,-37.61041695999547,71.41265964788978,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1847828.7113601505,1847828.7113601505,1547828.7113601505,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,361509.3798945699,442554.1233380323,624993.9514418428,635320.0608540046,863902.7381173751,932973.791033613,1282793.5649728174,1198755.206149842,1624903.1440846063,1847828.7113601505
62,AAPL + MPC + RY + SYK,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,RY,Finance,Royal Bank Of Canada Common Stock,Recession Defense,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,16.08890799701397,38.26678111979713,-6.319736408820775,41.342356481206785,9.341553128840019,39.784969746511514,6.46899260269056,27.880293612988606,17.847731612197148,17.986004053488802,2018,-6.319736408820775,2019,41.342356481206785,-42.66678179669122,9.151968131631163,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1844906.9627674357,1844906.9627674357,1544906.9627674357,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,353958.0121604664,417131.4881907346,533428.9718505403,567936.45258016,793889.7984185873,868051.4357223005,1226924.3547188477,1149385.9695649913,1589218.9827600846,1844906.9627674357
63,AAPL + MPC + BKNG + CM,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,13.310332358626532,35.8006972430974,-7.949537692245812,36.68242836439419,8.188052812154467,37.44255961022853,-4.359673186611868,44.89024780693258,26.67581216583812,20.826198437136778,2018,-7.949537692245812,2023,44.89024780693258,-36.91460417015751,70.38238702284025,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1831753.298870564,1831753.298870564,1531753.298870564,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,362478.5953114103,459172.70453805063,665296.4694669759,636291.7176761487,874535.6233619878,946143.0620639715,1293211.3130302737,1190406.992260545,1616580.9955204045,1831753.298870564
64,AAPL + IBN + BKNG + SYK,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,12.503435984484446,38.78221249415683,-1.1818844589630673,53.45670870689607,26.825028850004262,20.402634877967564,-12.279842757748094,41.911871308525384,30.197070155764827,4.187569004826708,2022,-12.279842757748094,2019,53.45670870689607,-40.93482375477393,65.87712553376362,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1831553.0421170446,1831553.0421170446,1531553.0421170446,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,312562.70701448014,406947.4869324004,577506.7939487862,506589.86773656297,609947.5487796327,773566.154709663,1187089.1606879446,1173059.1383837387,1627997.4261138455,1831553.0421170446
65,IBN + MPC + BKNG + APH,Not rebalanced,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,APH,Technology,Amphenol Corporation Common Stock,Recession Defense,5,14.532543493668593,32.21991275179463,-3.7374217819175826,26.538346720231566,-0.722335267777896,35.82488553154262,6.299453492886609,37.38689387269505,28.123574012490373,31.10770991414684,2018,-3.7374217819175826,2023,37.38689387269505,-42.03615808610686,75.24862208598034,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1830590.419603446,1830590.419603446,1530590.419603446,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,393323.12974244053,503939.65124379937,692347.0338367482,735961.1132426742,999618.3396185288,992397.7438082884,1255763.6979038874,1208830.5119290138,1598314.6481896143,1830590.419603446
66,AAPL + IBN + BKNG + TMO,Not rebalanced,AAPL,Technology,Apple Inc. Common Stock,Profit Engine,5,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,BKNG,Consumer Discretionary,Booking Holdings Inc. Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,7.565920734897502,39.27026928407666,1.459724748030622,55.20006662745294,31.185274022357557,25.87382110984573,-13.997529542371945,36.64357309330066,23.928487197756574,7.5019561272158475,2022,-13.997529542371945,2019,55.20006662745294,-38.405583605128854,68.56765508955095,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1829566.109123114,1829566.109123114,1529566.109123114,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,322505.8683816475,399676.6438093637,546132.4469204989,469687.39632232324,591213.4730222533,775585.0146413399,1203708.4594759,1221279.289753008,1700878.9555496732,1829566.109123114
67,IBN + MPC + SYK + APH,Not rebalanced,IBN,Finance,ICICI Bank Limited Common Stock,Profit Engine,5,MPC,Energy,Marathon Petroleum Corporation Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,APH,Technology,Amphenol Corporation Common Stock,Recession Defense,5,16.961027342897374,34.772115299948815,-3.369730648979463,29.372110843222664,-0.22913070674386304,39.04227901940571,11.284533258659302,25.55082348927109,24.041483390419916,28.59058733611233,2018,-3.369730648979463,2021,39.04227901940571,-47.09252292280261,12.987930569721726,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1827668.6710107313,1827668.6710107313,1527668.6710107313,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,385771.762008337,478517.0160965016,600782.0542454456,668577.5049688296,929605.3999197411,927475.3884969759,1199894.4876499176,1159461.2753441632,1562630.4868650925,1827668.6710107313
68,APH + SYK + CM + TMO,Not rebalanced,APH,Technology,Amphenol Corporation Common Stock,Profit Engine,5,SYK,Health Care,Stryker Corporation Common Stock,Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,23.558575616043687,31.066336243509053,-3.9548409086995195,32.39621683772449,20.81162860165371,32.835819564527654,-16.187829765430763,23.370304139696074,28.127054631051408,38.21883733768041,2022,-16.187829765430763,2025,38.21883733768041,-39.441728857208176,10.812225062368952,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1815457.5634323684,1815457.5634323684,1515457.5634323684,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,414656.51201304124,531287.1756781616,655450.6044893493,549347.3764381266,729730.0897478163,881598.8058206461,1167203.4665930923,1121042.4264085097,1469309.2360289698,1815457.5634323684
69,APH + CME + TMO + SYK,Not rebalanced,APH,Technology,Amphenol Corporation Common Stock,Profit Engine,5,CME,Finance,CME Group Inc. Class A Common Stock,Profit Engine,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,SYK,Health Care,Stryker Corporation Common Stock,Recession Defense,5,24.204486552736682,32.41692431791658,4.635748675865958,32.74927617234342,18.699228863577954,29.986464457868365,-14.305239353608501,24.095022938656506,22.529914430441057,31.55282543305784,2022,-14.305239353608501,2019,32.74927617234342,-43.4619484418246,6.306963573292325,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1812638.731689256,1812638.731689256,1512638.731689256,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,394658.47629917355,483574.69330185984,600092.1265784808,514247.51152926986,668452.1587994669,793447.5578169068,1053295.88980908,1102124.0400738548,1459398.756034161,1812638.731689256
70,APH + TMO + WELL + CM,Not rebalanced,APH,Technology,Amphenol Corporation Common Stock,Profit Engine,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,18.560617266099968,23.816339143807742,-0.9839932109165006,29.97869300855993,10.31465699356331,37.73596260049814,-18.920553917623227,28.222777244274045,32.939063025082206,51.05341900266447,2022,-18.920553917623227,2025,51.05341900266447,-18.867317509782755,14.010480395806677,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1797864.3958166083,1797864.3958166083,1497864.3958166083,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,453160.2570079934,602426.9996684808,772448.6298442797,626297.0703486509,862636.2985834334,951614.2738842851,1236895.7956776917,1224724.8250221116,1516409.4429277838,1797864.3958166083
71,MRVL + WELL + CM + TMO,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Profit Engine,5,CM,Finance,Canadian Imperial Bank of Commerce Common Stock,Recession Defense,5,TMO,Industrials,Thermo Fisher Scientific Inc Common Stock,Recession Defense,5,28.275444869368037,29.915060669609627,-6.496569077426484,38.53341234956063,18.81840000117725,46.74818488235093,-31.720547336901916,34.39301722116808,37.64689541623207,21.327626689698388,2022,-31.720547336901916,2021,46.74818488235093,-39.441728857208176,10.812225062368952,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1730436.4702413343,1730436.4702413343,1430436.4702413343,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,363982.8800690952,501011.1342616969,673323.9799482918,459741.92815808195,674662.9347151071,801623.7044294772,1110516.6719491107,1038371.189239599,1349000.560476372,1730436.4702413343
72,MRVL + CME + WELL + NEE,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,CME,Finance,CME Group Inc. Class A Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,34.121949941859995,31.05998152790348,1.0768272000815982,39.033895383546,14.060032459626793,41.07243533525629,-30.193849820759166,29.578346079601083,37.3020044320707,15.58609532759867,2022,-30.193849820759166,2021,41.07243533525629,-11.623947814813276,7.324580348942666,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1711779.2282601057,1711779.2282601057,1411779.2282601057,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,346758.285982796,476106.077188671,616930.3804055487,430655.3478472591,607535.9871096476,692955.7441011781,963443.3643079047,973817.9845121535,1276285.6706170305,1711779.2282601057
73,MRVL + CME + WELL + RTX,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,CME,Finance,CME Group Inc. Class A Common Stock,Profit Engine,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,33.95399467307345,27.94334852821634,-4.674417908197881,39.5497362939051,1.5512151113355799,37.61499597571933,-21.97915701288087,26.383082985102902,41.99875931158867,27.07748475358338,2022,-21.97915701288087,2024,41.99875931158867,-19.57088870561637,3.4478966060038445,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1700735.4055642649,1700735.4055642649,1400735.4055642649,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,381232.45426075015,541345.355143385,684168.9494268643,533794.3817989563,734581.1170312496,745976.050323656,1041007.6110423508,992346.5648460842,1269641.4240688079,1700735.4055642649
74,MRVL + CME + NEE + RTX,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,CME,Finance,CME Group Inc. Class A Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,37.95861859751754,38.30227538251785,-6.652851178268859,45.22022413064559,13.926885096646524,35.481714481553304,-20.346633669729286,10.091639314961153,36.65734125008417,18.481770753511274,2022,-20.346633669729286,2019,45.22022413064559,-25.97571301741998,-4.621526841008601,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1700503.2299479786,1700503.2299479786,1400503.2299479786,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,355445.3122605338,485742.113333305,534761.455411772,425955.50107222603,577091.815781143,657462.7298671339,954768.8498885129,891249.4992089609,1232618.3367412884,1700503.2299479786
75,MRVL + CME + LOW + WELL,Not rebalanced,MRVL,Technology,Marvell Technology Inc. Common Stock,Profit Engine,5,CME,Finance,CME Group Inc. Class A Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,WELL,Real Estate,Welltower Inc. Common Stock,Recession Defense,5,28.262851930812193,30.936723033620094,-1.0234231257295057,36.93357197904121,16.147083738921797,47.87515389617742,-31.552848068696328,39.370318449273924,35.97475455450345,11.635275133307331,2022,-31.552848068696328,2021,47.87515389617742,-1.5429407754170954,26.79588823492513,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1698301.9397176174,1698301.9397176174,1398301.9397176174,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,334905.825399922,455387.3740762778,634674.8334278946,434416.84750613954,642394.5818006262,746122.5728582699,1021692.2903567532,1011236.0551834467,1324079.3527916553,1698301.9397176174
76,BAC + PLD + NEE + MSFT,Not rebalanced,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,20.869000090342027,35.96221508333419,6.453653828783379,51.95775629616486,18.629023236033817,49.301913493405294,-24.149245726118764,13.01004561164303,12.47603171716265,21.044557527827745,2022,-24.149245726118764,2019,51.95775629616486,-33.924817486867866,13.546750619184238,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1648452.340609042,1648452.340609042,1348452.340609042,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,363133.6725834832,408438.34475069615,461576.35969820153,350109.15038100904,522719.6608343504,620097.2279104986,942285.8343875095,1003097.7002165425,1363833.8526643943,1648452.340609042
77,BLK + PLD + NEE + MSFT,Not rebalanced,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,17.64938049828966,36.42419367233811,3.8454517151385703,47.58250494242209,35.27213462276031,43.60626989102172,-23.228668751074633,17.063319231487984,10.432718368532147,15.672541144494211,2022,-23.228668751074633,2019,47.58250494242209,-33.924817486867866,13.546750619184238,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1645713.9178575817,1645713.9178575817,1345713.9178575817,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,347017.62343348266,383220.99477547134,448611.21647609386,344404.8030206957,494586.890943542,669038.2449436729,987383.4009106901,1025352.7528360037,1398829.22535364,1645713.9178575817
